GeneID	GSM3172777	GSM3172780	GSM3172781	GSM3172782	GSM3172783	GSM3172784	GSM3172785
51170	15	266	23	66	96	4	26
53343	5	40	1	23	15	2	2
105377321	2	2	0	3	0	0	0
8404	11	6	0	2	1	0	0
1834	2	0	0	0	0	0	0
1758	3	0	0	0	0	0	0
105377323	0	0	0	0	0	0	0
105377324	0	0	0	0	0	0	0
3381	6	0	0	0	0	0	0
56955	0	0	0	0	0	0	0
6696	2	0	0	0	0	0	0
5311	28	82	2	59	43	3	7
9429	1	2	0	4	1	0	0
152926	26	378	34	191	157	8	38
105369192	2	0	0	0	0	0	0
105377326	4	0	0	0	0	0	0
55008	39	140	7	66	38	6	7
102723458	3	83	3	45	21	2	10
51191	14	101	24	37	37	3	31
84992	1	42	4	18	16	2	6
100996939	1	42	4	17	16	2	6
101929134	0	0	0	0	0	0	0
8916	39	1031	44	475	471	12	157
266812	3	69	1	27	29	1	11
285512	7	246	20	72	107	3	25
10144	28	525	58	146	155	5	34
105377327	12	1	0	0	1	0	1
166815	0	17	0	5	3	1	1
285513	21	1243	91	473	463	41	166
105377328	0	0	0	0	0	0	0
105377329	11	0	0	0	1	0	0
6622	70	81	50	24	57	0	4
644248	0	0	0	0	0	0	0
22915	110	167	48	24	118	0	7
105377331	2	0	0	0	0	0	0
401145	25	72	3	22	38	4	3
112268468	0	0	0	0	0	0	0
101929194	2	0	0	0	0	0	0
2895	21	0	0	0	0	0	0
107986295	0	0	0	0	0	0	0
474	0	0	0	0	0	0	0
101929210	0	0	0	0	0	0	0
56916	21	248	21	113	73	5	22
27306	6	1	0	0	2	0	0
10611	65	261	35	97	133	2	36
100507012	0	0	0	0	0	0	0
658	13	0	0	0	0	0	0
8633	20	0	0	0	1	0	0
105377335	3	0	0	0	1	0	0
105377337	6	0	0	0	0	0	0
5161	2	0	0	0	0	0	0
105377338	1	0	0	0	2	0	0
285555	6	2	1	0	3	0	0
101410545	0	0	0	0	0	0	0
105377340	7	2	0	2	3	0	0
5910	46	213	14	96	77	0	22
10098	5	49	6	19	20	0	0
112267901	5	0	0	0	0	0	0
105377342	0	0	0	0	0	0	0
105377343	3	5	0	2	4	0	0
1977	54	177	15	83	77	3	59
23173	8	219	9	99	85	9	23
100500867	0	0	0	0	0	0	0
128	12	116	9	71	38	2	9
100507053	9	7	0	13	5	0	0
127	4	3	0	1	1	0	0
359806	3	0	0	0	0	0	0
130	2	0	0	1	1	0	0
124	0	0	0	0	0	0	0
125	1	0	2	0	0	0	0
126	0	0	0	0	0	0	0
102723576	7	0	0	0	0	0	0
131	1	0	0	0	0	0	0
84103	6	0	0	1	1	0	0
93587	12	15	4	8	4	0	2
4547	12	0	0	0	0	0	0
285556	12	0	0	0	0	0	0
27071	339	498	104	158	230	6	29
8649	1	123	8	31	21	10	16
79982	13	532	25	185	140	5	75
3015	7	103	19	43	33	0	1
256880	0	0	0	1	0	0	0
107986232	0	0	0	0	0	0	0
115265	12	0	0	0	0	0	0
101929353	0	0	0	0	0	0	0
107399301	1	0	0	0	0	0	0
51705	11	0	0	0	0	0	0
105377345	0	0	0	0	0	0	0
100874275	2	0	0	0	0	0	0
107986233	10	1	0	2	3	0	0
5530	42	346	23	153	163	11	50
102465868	0	3	0	0	0	0	1
100302193	0	4	0	3	0	0	0
90024	0	2	5	1	4	0	0
107986297	0	0	0	0	0	0	0
55024	126	234	37	209	241	7	64
64116	20	100	9	21	38	5	36
105377621	4	2	0	2	0	3	10
4790	17	424	38	208	184	43	264
105377347	3	150	1	68	76	18	92
4126	18	451	37	174	222	10	94
102723704	12	106	10	26	47	10	17
7323	70	1044	126	311	362	59	245
105377348	10	3	2	3	3	2	0
493856	3	41	5	11	11	2	5
150159	8	19	1	5	7	0	3
133308	20	62	5	30	24	1	8
56898	7	53	5	17	16	0	4
1062	29	42	10	15	15	5	10
101929448	0	0	0	0	0	0	0
6870	7	0	1	0	0	0	0
105377349	10	0	0	0	0	0	0
105377350	0	0	0	0	0	0	0
80319	16	4	2	6	0	0	0
101929468	5	3	0	0	0	0	0
105377351	3	0	1	0	0	0	0
54790	125	1241	80	592	726	92	322
104384744	2	31	1	12	11	1	6
27068	31	84	7	37	30	0	18
105377352	8	0	1	0	0	0	0
54848	24	2	0	0	0	0	0
100874374	0	0	0	0	0	0	0
57117	3	43	7	23	25	3	7
79807	14	46	6	7	15	0	3
107986190	9	12	0	3	0	0	0
101929529	0	7	0	0	0	0	0
255743	3	0	0	0	0	0	0
101929577	13	1	0	0	0	0	3
93627	11	355	11	207	153	3	29
9255	11	170	19	57	68	10	30
100507096	0	0	0	0	0	0	0
105377355	4	0	0	0	0	0	0
105377356	0	0	0	0	0	0	0
27123	0	2	1	0	1	0	0
102725220	1	0	0	0	0	0	0
105377358	9	0	0	0	0	0	0
105377357	3	0	0	0	0	0	0
9061	21	111	21	43	69	1	8
166929	7	92	2	27	36	0	11
101929595	1	21	0	7	12	2	5
107986298	1	13	0	3	7	0	3
113612	11	37	0	5	6	0	2
107986299	0	4	0	1	2	3	1
3033	28	45	3	22	18	0	2
51176	20	1007	74	404	376	15	208
641518	3	57	4	16	26	1	7
107986300	0	9	0	3	0	0	0
285456	4	15	1	9	3	0	1
101929621	0	2	0	2	0	0	0
6164	49	746	88	176	203	12	54
58505	12	60	3	17	21	1	5
105377359	4	22	2	13	6	0	1
107986234	0	0	0	0	0	0	0
64850	0	0	0	0	0	0	0
84570	38	1	2	1	1	0	0
645078	0	0	0	0	0	0	0
100533182	0	7	0	3	3	0	0
10427	43	544	31	254	271	17	149
693161	0	8	0	2	0	0	0
55013	12	204	17	90	98	4	28
107986302	4	96	6	26	16	1	11
839	6	71	1	31	29	0	2
81579	103	192	60	80	112	0	11
3426	14	0	1	0	0	0	0
54433	7	27	2	5	7	2	5
10692	1	4	0	0	2	0	0
345193	9	4	0	3	1	0	1
1950	98	82	60	26	67	0	6
79071	11	47	1	8	7	0	3
107986303	0	3	1	1	2	0	0
105377362	4	0	0	0	0	0	0
2028	11	0	0	0	0	0	0
110231149	0	0	0	0	0	0	0
105377363	5	0	0	0	0	0	0
5308	0	0	0	0	0	0	0
100126354	0	0	0	0	0	0	0
105377364	0	0	0	0	0	0	0
105377365	0	0	0	0	0	0	0
105377366	2	0	0	0	0	0	0
105377367	5	0	0	0	0	0	0
105377369	6	0	0	0	0	0	0
105377370	1	0	0	0	0	0	0
132720	21	68	3	22	23	4	20
55435	6	82	5	26	35	6	14
92610	9	49	5	19	22	0	7
80216	8	107	3	42	72	8	12
107986304	2	7	0	4	4	0	2
63973	1	0	1	0	0	0	0
105377372	2	0	0	0	0	0	0
55345	11	107	3	67	56	2	22
51574	2	161	13	62	56	7	56
109864269	2	30	0	12	11	1	3
442912	0	0	0	0	0	0	0
442896	0	2	0	0	0	0	1
407028	0	0	0	0	0	0	0
442895	0	1	0	0	0	0	0
442894	0	1	0	0	1	0	0
287	14	0	0	1	1	0	0
102723896	3	0	0	0	0	0	0
105377373	0	1	0	0	0	0	0
100302188	0	0	0	0	0	0	0
102465878	0	0	0	0	0	0	0
105377374	8	2	0	7	5	0	0
817	29	422	38	182	168	12	94
105377375	2	0	0	0	0	0	0
79642	16	1	0	0	3	0	0
107986305	5	0	0	0	0	0	0
105377376	0	0	0	0	0	0	0
107986235	0	0	0	0	0	0	0
105377378	7	0	0	0	0	0	0
105377379	6	0	0	0	0	0	0
105377380	0	0	0	0	0	0	0
7368	15	15	2	27	15	3	1
693162	0	0	0	0	0	0	0
105377382	17	2	2	4	3	2	0
64579	8	0	1	0	0	0	0
105377383	0	0	0	0	0	0	0
100302290	0	0	0	0	0	0	0
105377384	20	14	7	6	12	0	0
105377385	0	0	0	0	0	0	0
107986306	10	0	0	0	0	0	0
105377387	0	0	0	0	0	0	0
105377388	6	0	0	0	0	0	0
133022	0	0	0	0	0	0	0
105377389	0	0	0	0	0	0	0
105377390	5	0	0	0	0	0	0
103689918	0	0	0	0	0	0	0
102723914	4	0	0	0	0	0	0
105377391	1	0	0	0	0	0	0
9348	39	1	0	0	0	0	0
107986307	0	0	0	0	0	0	0
105377392	0	0	0	0	0	0	0
100093630	10	35	11	11	15	0	7
677809	5	3	14	3	3	1	5
8492	10	15	2	6	1	5	6
105379403	0	3	0	1	0	0	0
645455	2	5	1	9	10	1	2
729218	1	274	13	106	139	6	8
101929741	3	4	0	0	0	0	0
57721	17	161	8	86	68	5	21
9871	12	201	11	79	85	4	23
171024	18	20	0	0	4	0	9
105377393	0	0	0	1	0	0	0
105377394	0	0	0	0	0	0	0
102723967	0	0	0	0	0	0	0
105377395	18	1	0	1	0	0	0
51778	9	1	0	0	0	0	0
105379404	9	0	0	1	1	1	0
101929762	1	4	0	4	2	0	0
54532	26	199	22	162	73	3	31
401152	62	258	36	65	58	6	22
2169	1	0	0	0	0	0	0
107986193	0	0	0	1	0	0	1
401149	0	88	1	15	41	0	4
107983979	0	30	5	11	15	0	0
101926918	0	11	3	0	4	0	0
645513	3	77	7	39	31	2	16
8654	430	477	204	135	269	2	44
105377396	2	3	0	0	1	0	0
105377397	1	0	0	0	0	0	0
101927007	0	3	0	0	0	0	0
100996694	0	0	0	0	0	0	0
4085	4	20	1	3	7	0	1
11107	16	6	5	0	4	0	4
105377399	1	0	0	0	0	0	0
79625	10	0	1	0	1	0	0
105377400	2	0	0	0	0	0	0
79931	8	30	0	5	7	0	2
84109	0	0	0	0	0	0	0
107986309	0	0	0	0	0	0	0
107986310	1	0	1	0	0	0	0
105377401	0	0	0	0	0	0	0
105377402	10	3	0	1	3	0	1
308	42	466	27	139	178	30	235
132332	9	0	0	0	0	0	0
100192379	0	0	0	0	0	0	0
5393	9	89	13	45	27	6	35
890	2	24	4	9	6	1	5
55212	2	67	4	27	34	5	5
7222	20	1	0	1	0	0	1
102724158	0	0	0	0	0	0	0
112268469	0	3	1	1	1	0	0
84162	107	2592	131	1371	1113	70	498
132612	5	0	0	1	0	0	0
3558	0	0	0	1	0	0	0
59067	3	0	0	0	0	0	0
100996941	2	0	0	0	0	0	0
166379	3	10	1	11	7	0	0
729338	1	0	0	0	0	0	0
2247	19	14	2	2	5	0	0
11162	2	6	0	2	1	0	0
166378	53	537	18	191	172	17	69
105377404	0	1	0	0	0	0	0
10252	12	4	0	1	1	1	3
100189197	0	0	0	0	0	0	0
107986311	0	0	0	0	0	0	0
105377405	0	0	0	0	0	0	0
285419	1	0	0	0	0	0	0
105377407	5	0	0	0	0	0	0
105377406	11	0	0	0	0	0	0
105377408	0	0	0	0	0	0	0
101927087	2	0	0	0	0	0	0
57182	27	77	8	35	58	1	18
79633	13	23	2	8	7	0	3
100302267	0	0	0	0	0	0	0
101927109	0	0	0	0	0	0	0
105377409	0	0	0	0	0	0	0
105377410	0	0	0	0	0	0	0
105377411	0	0	0	0	0	0	0
102724210	4	0	0	0	0	0	0
107986312	3	0	1	0	0	0	0
105377412	3	0	0	0	0	0	0
105377413	8	0	0	0	0	0	0
27152	30	4	4	0	2	0	0
83447	7	0	0	0	0	0	0
105377414	4	0	0	0	0	0	0
22824	29	8	2	1	1	0	0
10733	3	26	6	8	2	0	4
256471	8	200	2	111	67	1	8
80167	55	260	16	98	99	3	19
55132	28	94	21	52	51	5	31
10424	3	87	6	24	29	7	7
100507487	3	7	0	6	4	0	3
101927259	9	0	0	0	0	2	0
79960	27	306	15	171	136	5	36
132320	177	493	59	191	226	30	89
132321	7	88	8	25	24	5	16
105377416	0	0	0	0	0	0	0
105377417	0	0	0	0	0	0	0
101927282	2	0	0	0	0	0	0
107986313	3	0	0	0	0	0	0
105377418	0	0	0	0	0	0	0
105377420	0	0	0	0	0	0	0
105377422	6	0	0	0	0	0	0
105377423	0	0	0	0	0	0	0
105377424	0	0	0	0	0	0	0
101927305	0	0	0	0	0	0	0
105377425	3	0	0	0	0	0	0
105377428	0	0	0	0	2	0	0
107986236	0	0	0	1	0	0	0
104355285	0	0	0	0	0	0	0
105377431	0	0	0	0	0	0	0
105377432	2	0	0	0	0	0	0
101927359	6	0	0	0	0	0	0
57575	5	1	0	0	0	0	0
132430	11	0	0	0	0	0	0
105377434	0	0	0	0	0	0	0
105377436	3	0	0	0	0	0	0
105377438	0	0	0	0	0	0	0
105377437	0	0	0	0	0	0	0
105377439	0	0	0	0	0	0	0
100507528	0	0	0	0	0	0	0
105377441	2	0	1	0	0	0	0
729307	5	0	0	0	0	0	0
105377442	0	0	0	0	0	0	0
54510	10	0	2	1	0	0	0
105377443	1	0	0	0	0	0	0
101927414	0	0	1	0	0	0	0
107986314	2	0	0	0	0	0	0
105377444	3	0	0	0	0	0	0
105377445	1	0	0	0	0	0	0
107986315	0	0	0	0	0	0	0
105377447	7	0	0	0	0	0	0
641365	2	0	0	0	0	0	0
641364	6	0	0	0	1	1	0
23657	8	12	0	5	4	8	1
105377446	3	0	0	0	0	0	0
100874047	0	0	0	0	0	0	0
105377448	0	0	0	0	0	0	0
25819	7	46	10	18	11	0	28
1998	38	331	29	155	177	12	63
105379412	0	0	0	0	0	0	0
84709	0	1	0	1	0	0	0
4717	7	45	5	14	18	0	0
80155	11	410	13	191	178	23	116
105377449	4	38	0	10	17	0	3
107984036	0	17	3	8	6	1	7
83452	19	63	6	16	18	11	6
80854	20	175	13	55	95	8	34
105377451	1	0	0	0	0	0	0
105377622	12	0	0	0	0	0	0
101927490	2	0	0	0	0	0	0
4258	8	38	8	15	26	0	3
55534	31	186	21	52	122	10	35
105377452	3	11	0	2	13	0	8
101927516	3	55	2	8	32	2	3
60592	6	58	1	13	20	0	1
100129858	0	6	0	0	0	0	0
1047	6	2	0	0	0	0	0
152586	6	0	0	0	0	0	0
255520	8	196	6	44	50	5	20
7350	5	6	0	2	3	0	2
23158	33	356	19	152	246	3	78
644962	0	28	3	17	23	0	4
57484	18	0	0	0	0	0	0
27309	0	79	15	19	54	2	20
100507639	0	25	2	58	21	1	13
105377456	5	16	1	5	5	0	2
3600	0	58	4	8	19	0	3
8821	44	1201	67	477	405	15	114
101927613	5	30	1	11	19	0	0
105377457	20	2	0	0	2	0	0
107986194	0	0	0	0	0	0	0
105377623	0	6	0	2	4	0	2
84640	20	193	46	93	84	11	39
2549	43	232	13	122	127	12	39
100423017	0	0	0	1	1	1	0
100128055	2	8	3	4	11	2	8
8467	161	650	89	230	233	41	166
441046	0	4	0	0	8	0	0
166752	2	1	0	5	4	0	0
105377458	0	2	0	0	0	0	1
105377459	23	20	5	13	17	0	0
2996	16	12	4	11	12	2	6
101927636	2	9	0	2	3	0	0
2994	5	0	0	2	1	0	1
105377460	1	2	0	2	1	0	0
2993	11	2	2	0	0	0	0
107986317	17	0	0	0	0	0	0
105377461	0	0	0	0	0	0	0
105377462	0	0	0	0	0	0	0
646576	3	0	0	0	0	0	0
64399	8	2	0	0	0	0	1
10393	3	72	6	33	21	1	13
6059	32	247	25	88	71	12	50
54726	44	582	41	232	219	29	94
105377465	0	0	0	1	0	0	0
105377466	0	0	0	0	0	0	0
4086	4	9	4	3	9	0	3
101927659	0	2	0	0	0	0	0
104326058	1	1	0	1	2	0	0
285422	0	0	0	0	0	0	0
105377467	0	0	0	0	0	0	0
166785	10	45	5	10	17	1	0
646603	15	40	2	13	7	2	4
152485	13	134	4	68	66	8	21
105377468	4	2	0	0	0	0	0
105377469	1	0	0	0	0	0	0
100505545	0	0	0	0	0	0	0
105377470	4	0	0	0	0	0	0
11157	5	88	5	34	39	1	12
345051	7	7	2	8	11	0	0
84068	20	187	13	66	46	1	17
105377472	3	15	0	8	6	1	2
102465837	3	1	0	0	0	0	0
5458	2	0	1	0	0	0	0
83894	0	0	0	0	0	0	0
105377474	0	0	0	0	0	0	0
105377473	5	0	1	0	0	0	0
105377475	0	0	0	0	0	0	0
105377476	0	0	0	0	0	0	0
100313938	0	0	0	0	0	0	0
1909	6	0	0	0	0	0	3
105377478	7	4	2	0	0	0	0
105377477	2	1	0	0	0	0	0
55751	12	102	11	34	48	7	14
90826	10	111	9	45	40	8	16
79658	74	80	24	78	54	0	15
100616246	0	2	0	0	0	0	0
4306	4	306	19	127	135	2	33
102724672	6	13	3	17	7	0	4
107986195	0	7	0	1	2	0	0
105377483	2	3	0	1	0	0	0
105377481	21	9	0	0	3	0	0
105377480	3	3	0	0	0	0	0
107986319	0	0	0	0	0	0	0
101927849	0	0	0	0	0	0	0
107986320	0	0	0	0	0	0	0
285423	5	0	0	0	0	0	0
105377479	0	0	0	0	0	0	0
166614	9	7	4	16	11	0	2
987	266	1808	155	1189	818	35	248
729558	3	41	4	19	22	0	4
10586	0	34	3	17	19	1	0
6189	143	2086	234	632	557	23	306
114655	0	3	0	1	2	0	0
8944	0	5	1	1	1	0	1
152503	14	42	2	13	13	4	7
107986196	1	12	0	2	3	3	3
105377485	0	0	0	2	0	0	0
345062	0	0	0	1	2	0	0
105377486	4	3	0	0	5	0	0
729830	10	28	2	17	17	0	4
5188	0	30	8	21	25	0	4
107986197	6	12	0	1	9	0	0
105377488	0	3	0	0	0	0	0
102724700	0	0	0	0	0	0	0
100505685	13	0	0	0	0	0	0
100996286	1	4	1	17	2	0	0
105377490	0	2	0	0	0	0	0
105377489	0	1	0	1	0	0	0
105377492	5	8	0	5	4	0	1
55294	106	454	72	227	251	25	176
102191832	0	14	1	8	10	0	1
100422896	6	33	0	5	6	5	13
54553	2	20	0	12	14	0	8
100616193	0	0	0	0	0	0	0
201799	65	651	36	236	297	37	63
105377495	0	0	0	0	0	0	1
201798	4	1	0	1	0	0	0
27236	25	150	4	46	57	10	1
729870	0	0	0	0	0	0	0
85462	7	0	2	5	1	0	0
23321	11	50	1	12	14	0	2
105377496	0	0	0	0	1	0	0
303	0	0	0	3	0	0	0
84057	4	4	0	0	0	0	0
23240	55	1074	87	585	555	19	145
105377498	0	63	2	24	23	1	6
100419170	2	8	0	4	1	0	2
7097	34	616	17	227	345	33	114
285533	9	18	6	6	7	6	0
105377499	4	15	3	7	5	5	5
6423	0	0	0	0	0	0	0
101927947	0	0	0	0	0	0	0
54798	21	0	0	1	1	0	0
5356	8	121	12	47	39	1	7
2244	0	0	0	0	0	0	0
2243	3	0	0	0	0	0	0
2266	0	0	0	0	0	0	0
9227	4	0	0	0	0	0	0
105377500	0	0	0	0	0	0	0
166863	8	0	0	0	0	0	0
105377501	0	0	0	0	0	0	0
4887	0	0	0	0	0	0	0
107986321	0	0	0	0	0	0	0
105377502	0	0	0	0	0	0	0
79884	12	40	4	13	20	3	16
102724776	0	4	0	1	0	2	1
105377503	3	0	0	0	0	0	0
105377505	1	0	0	0	0	0	0
105377504	1	0	0	0	0	0	0
2982	115	139	36	25	89	2	10
107984032	7	0	0	0	0	0	0
105377506	7	0	0	0	0	0	0
2983	179	144	42	36	82	1	11
51802	6	0	0	0	0	0	0
105377507	13	0	0	0	0	0	0
6999	9	0	0	0	1	0	0
1519	4	142	6	31	43	4	23
102724785	2	0	0	0	0	0	1
105377508	5	0	0	0	0	0	0
107986322	2	0	0	0	0	0	0
56034	64	35	10	7	18	1	4
2743	5	0	0	0	0	0	0
2891	7	0	0	0	0	0	0
112268471	5	0	0	0	0	0	0
107986238	0	0	0	0	0	0	0
340017	1	0	0	0	0	0	0
105377509	0	0	0	0	0	0	0
51313	0	259	11	66	114	1	14
285505	10	69	4	42	87	0	4
101928007	2	17	0	11	25	1	1
55314	13	39	2	22	52	0	2
105377510	0	0	0	0	0	0	0
59350	8	0	0	0	0	0	0
201725	1	34	2	8	2	0	11
2110	1	81	9	32	27	2	8
5481	12	89	4	20	34	3	22
57600	31	209	9	100	111	4	57
152940	6	3	0	1	1	0	1
9693	30	339	26	194	216	31	192
100500881	0	2	0	1	0	0	1
100616303	0	2	0	1	0	0	1
107986324	5	0	0	0	0	0	0
105379457	1	0	0	0	0	0	0
109729132	0	0	0	0	0	0	0
107986239	1	0	0	0	0	0	0
105377512	3	0	0	0	0	0	0
105377513	0	0	0	0	0	0	0
105377514	0	0	0	0	0	0	0
105377515	3	0	0	0	0	0	0
56884	11	0	0	0	0	0	0
101928052	0	0	1	0	0	0	0
105377516	5	0	0	0	0	0	0
100616234	0	0	0	0	0	0	0
92345	6	134	17	40	48	4	24
101928081	3	5	3	5	3	1	3
105377517	0	0	0	0	0	0	0
4886	7	0	1	0	0	0	0
4889	5	0	0	0	0	0	0
84076	2	1	0	2	0	0	0
55319	4	51	2	21	25	0	9
55016	7	449	22	210	292	8	81
107986325	5	0	0	0	0	0	0
23520	0	0	3	1	0	0	2
100505989	7	0	0	0	0	0	0
100506013	5	0	0	0	0	0	0
391712	0	0	1	2	0	0	0
152756	2	0	0	3	3	0	0
166655	0	0	0	0	0	0	0
201931	5	88	10	26	33	2	8
11275	17	182	10	83	64	6	32
2713	6	56	0	33	32	3	7
6307	4	38	3	18	7	2	7
105377519	0	0	0	0	0	0	0
1363	1	0	0	0	0	0	0
693163	0	0	0	0	0	0	0
105377520	0	0	0	0	0	0	0
101928151	7	0	0	0	0	0	0
101928131	0	0	0	0	0	0	0
105377521	0	0	0	0	0	0	0
7092	10	0	0	0	0	0	0
50859	10	3	0	0	0	0	0
105377523	0	0	0	0	0	0	0
11199	1	1	0	0	0	0	0
105377524	7	8	1	0	0	0	0
55601	10	474	36	147	115	7	31
91351	45	948	48	356	289	30	118
107986198	13	0	0	0	0	0	0
23022	17	64	3	37	18	1	6
107986199	0	0	0	0	0	0	0
102723331	15	1	0	3	2	0	0
84869	9	138	8	90	38	2	9
107986200	0	2	0	1	0	0	0
105377527	4	0	0	0	0	0	0
57630	24	41	3	8	21	3	10
105377529	2	0	0	0	0	0	0
4750	36	164	8	84	89	8	22
1182	187	485	97	163	236	6	27
54969	4	32	0	7	7	0	2
107986240	0	0	0	0	0	0	0
105377530	0	0	0	0	0	0	0
100506085	8	0	0	0	0	0	0
9848	507	484	161	121	170	2	18
51166	6	0	0	0	0	0	0
107986326	0	0	0	0	0	0	0
101928223	6	0	0	0	0	0	0
107986241	0	0	0	0	0	0	0
100506107	4	0	0	0	0	0	0
100506122	0	0	0	0	0	0	0
102466953	1	0	0	0	0	0	0
105377534	1	0	0	0	0	0	0
101928288	5	0	0	0	0	0	0
105377535	6	0	0	0	0	0	0
105377536	1	0	0	0	0	0	0
441052	0	0	0	0	0	0	0
442117	5	1	1	0	2	0	0
105377537	11	0	0	0	0	0	0
101928314	4	0	2	0	0	0	0
107986201	4	0	0	0	0	0	0
101930370	12	13	2	4	9	0	0
51809	12	197	9	93	75	4	31
100422849	0	3	0	1	2	0	0
3148	30	201	15	94	97	10	48
105377541	2	0	0	0	0	0	0
105377540	2	6	0	0	2	0	0
8819	2	21	4	10	16	0	7
101928383	5	7	0	4	4	0	1
11341	13	14	2	8	10	0	1
112268474	9	25	0	7	15	1	0
112267917	3	5	0	2	1	0	0
101928409	0	0	0	0	0	0	0
9464	0	0	0	0	0	0	0
79804	2	0	0	0	0	0	0
107986203	0	0	0	0	0	0	0
101928478	0	0	0	0	0	0	0
105377543	10	0	0	0	0	0	0
105377544	8	0	0	0	0	0	0
105377546	7	0	0	0	0	0	0
107986204	0	0	0	0	0	0	0
101928509	5	0	0	0	0	0	0
26269	3	71	8	34	24	0	3
80817	31	153	9	55	63	4	27
105377547	1	0	0	1	1	0	0
100423042	0	0	0	0	0	0	0
3248	14	34	13	15	8	0	11
105377548	4	3	0	0	1	0	0
105377549	8	0	0	0	0	0	0
105377551	3	0	0	2	0	0	0
8001	16	0	0	9	1	0	0
101928551	0	0	0	2	2	0	0
11086	0	0	0	1	0	0	0
105377552	0	0	0	0	0	0	0
2823	1	3	0	2	5	0	1
101928590	0	0	0	0	3	0	0
107984113	7	1	0	8	18	0	0
116966	23	7	4	5	14	0	2
132851	1	0	0	0	0	0	0
140458	23	0	0	0	0	0	0
60559	43	725	59	195	228	7	95
105377555	0	0	0	0	0	0	0
7424	1	4	1	2	3	0	1
105377556	0	0	0	0	0	0	0
105377557	5	0	0	0	0	0	0
55247	7	26	4	1	11	4	14
105377558	2	0	0	0	0	0	0
175	0	55	5	18	24	0	5
285500	5	11	1	7	3	0	1
105377559	3	0	0	1	0	0	1
285501	6	0	0	0	0	0	0
105377560	3	0	0	0	0	0	0
101928656	3	0	0	0	0	0	0
105377561	1	0	0	0	0	0	0
105377562	0	0	0	0	0	0	0
105377563	1	0	0	0	0	0	0
105377564	0	0	0	0	0	0	0
105377567	21	0	0	0	0	1	0
105377565	0	0	0	0	0	0	0
105377568	0	0	0	0	0	0	0
728081	0	0	0	0	0	0	0
101928679	1	0	0	0	0	0	0
107986205	7	0	0	0	0	0	0
55714	11	0	0	0	0	0	0
105377573	0	0	0	0	0	0	0
90768	1	0	0	0	0	0	0
100302270	0	0	0	0	0	0	0
105377572	2	0	0	0	0	0	0
105377571	12	0	0	0	0	0	0
105377576	1	10	0	12	15	0	2
1635	4	134	12	48	45	1	10
105377577	0	0	0	0	0	0	0
107986327	0	0	0	0	0	0	0
112268472	6	0	0	0	0	0	0
107986328	0	0	0	1	0	0	0
403315	4	0	0	0	0	0	0
105377578	1	0	0	0	0	0	0
152641	0	0	1	0	0	0	0
80014	9	53	9	46	36	1	6
101928734	0	0	0	0	0	0	0
53842	1	1	0	1	1	0	0
100132463	0	0	0	3	1	0	0
107986217	0	2	0	8	0	0	0
55602	22	85	6	28	34	4	18
389247	0	6	0	0	4	0	0
3622	4	18	2	7	6	1	8
101929996	3	0	0	0	0	0	0
105377579	0	0	0	0	0	0	0
105377580	0	0	0	0	0	0	0
107986329	0	0	0	0	0	0	0
201965	15	43	1	20	12	3	8
60684	29	407	19	178	162	6	41
105377581	0	0	0	0	0	0	0
56977	15	0	0	0	0	0	4
107986330	0	0	0	0	0	0	0
133121	5	0	0	0	0	0	0
105377582	1	0	0	0	0	0	0
105377584	1	0	0	0	0	0	0
728175	2	0	2	0	1	0	0
107986332	4	0	0	0	0	0	0
102723766	1	14	1	6	4	0	0
3660	42	380	14	155	167	8	30
105377585	0	2	0	1	0	0	0
105377586	2	0	0	2	0	0	0
836	10	89	12	61	40	2	18
201973	9	56	1	44	28	0	13
79682	6	25	2	4	7	0	9
2180	42	316	51	122	230	56	533
643036	2	50	1	3	18	3	50
105377587	1	0	0	0	0	0	2
731424	0	0	1	0	2	1	10
100500818	0	1	0	0	0	3	20
100506229	0	0	0	0	0	0	3
100616111	0	0	0	0	0	0	0
107986333	4	0	0	0	0	0	0
391723	0	0	0	0	0	0	0
101928877	6	0	0	0	0	0	0
105377588	2	0	0	0	0	0	0
291	0	30	4	15	5	0	2
57587	23	269	28	103	69	4	34
83891	25	176	13	114	92	7	29
55805	7	50	8	34	26	1	10
107986206	1	7	0	8	2	0	0
353322	0	4	1	2	4	0	3
55325	0	66	4	21	22	2	5
441054	3	9	0	1	2	0	2
256309	1	1	0	0	1	0	0
105377590	0	0	0	0	0	0	0
27295	6	0	0	0	0	0	1
8470	40	2	4	4	1	0	2
101928929	7	0	0	5	1	0	0
7098	7	26	2	2	2	0	0
25854	6	0	0	0	1	0	2
651430	1	0	1	0	0	0	4
285440	7	260	13	94	67	1	11
3818	7	13	1	9	13	0	0
2160	8	0	0	0	1	0	0
285441	1	0	2	0	0	0	0
105377596	0	0	0	0	0	0	0
4543	5	0	0	0	0	0	0
2195	15	0	0	0	0	0	0
107986334	8	0	0	0	0	0	0
102723906	0	0	0	0	0	0	0
105377599	2	0	0	0	0	0	0
105377600	0	0	0	0	0	0	0
107986335	0	0	0	0	0	0	0
339975	2	0	0	3	0	0	0
105377602	0	0	0	1	0	0	0
102723920	4	7	0	7	0	0	0
100506272	1	0	0	0	0	0	0
105377604	4	0	0	0	0	0	0
105377603	0	0	0	0	0	0	0
107983963	4	0	0	0	0	0	0
132625	2	0	0	0	0	0	0
205860	8	0	0	0	0	2	0
107986337	0	0	0	0	0	0	0
