Gene_ID,Transcript_ID,Gene_Symbol,Description,gene_biotype,Protein_ID,HGNC,MIM,Ensembl,IMGT/GENE-DB,RC802DMSO6H-1_Read_Count,RC802DMSO6H-2_Read_Count,RC802DMSO6H-3_Read_Count,TDP43DMSO6H-1_Read_Count,TDP43DMSO6H-2_Read_Count,TDP43DMSO6H-3_Read_Count,TD-KODMSO6H-1_Read_Count,TD-KODMSO6H-2_Read_Count,TD-KODMSO6H-3_Read_Count,RC802ROPI6H-1_Read_Count,RC802ROPI6H-2_Read_Count,RC802ROPI6H-3_Read_Count,TDP43ROPI6H-1_Read_Count,TDP43ROPI6H-2_Read_Count,TDP43ROPI6H-3_Read_Count,TD-KOROPI6H-1_Read_Count,TD-KOROPI6H-2_Read_Count,TD-KOROPI6H-3_Read_Count,RC802DMSO36H-1_Read_Count,RC802DMSO36H-2_Read_Count,RC802DMSO36H-3_Read_Count,TDP43DMSO36H-1_Read_Count,TDP43DMSO36H-2_Read_Count,TDP43DMSO36H-3_Read_Count,TD-KODMSO36H-1_Read_Count,TD-KODMSO36H-2_Read_Count,TD-KODMSO36H-3_Read_Count,RC802ROPI36H-1_Read_Count,RC802ROPI36H-2_Read_Count,RC802ROPI36H-3_Read_Count,TDP43ROPI36H-1_Read_Count,TDP43ROPI36H-2_Read_Count,TDP43ROPI36H-3_Read_Count,TD-KOROPI36H-1_Read_Count,TD-KOROPI36H-2_Read_Count,TD-KOROPI36H-3_Read_Count,RC802DMSO84H-1_Read_Count,RC802DMSO84H-2_Read_Count,RC802DMSO84H-3_Read_Count,TDP43DMSO84H-1_Read_Count,TDP43DMSO84H-2_Read_Count,TDP43DMSO84H-3_Read_Count,TD-KODMSO84H-1_Read_Count,TD-KODMSO84H-2_Read_Count,TD-KODMSO84H-3_Read_Count,RC802ROPI84H-1_Read_Count,RC802ROPI84H-2_Read_Count,RC802ROPI84H-3_Read_Count,TDP43ROPI84H-1_Read_Count,TDP43ROPI84H-2_Read_Count,TDP43ROPI84H-3_Read_Count,TD-KOROPI84H-1_Read_Count,TD-KOROPI84H-2_Read_Count,TD-KOROPI84H-3_Read_Count,RC802DMSO6H-1_FPKM,RC802DMSO6H-2_FPKM,RC802DMSO6H-3_FPKM,TDP43DMSO6H-1_FPKM,TDP43DMSO6H-2_FPKM,TDP43DMSO6H-3_FPKM,TD-KODMSO6H-1_FPKM,TD-KODMSO6H-2_FPKM,TD-KODMSO6H-3_FPKM,RC802ROPI6H-1_FPKM,RC802ROPI6H-2_FPKM,RC802ROPI6H-3_FPKM,TDP43ROPI6H-1_FPKM,TDP43ROPI6H-2_FPKM,TDP43ROPI6H-3_FPKM,TD-KOROPI6H-1_FPKM,TD-KOROPI6H-2_FPKM,TD-KOROPI6H-3_FPKM,RC802DMSO36H-1_FPKM,RC802DMSO36H-2_FPKM,RC802DMSO36H-3_FPKM,TDP43DMSO36H-1_FPKM,TDP43DMSO36H-2_FPKM,TDP43DMSO36H-3_FPKM,TD-KODMSO36H-1_FPKM,TD-KODMSO36H-2_FPKM,TD-KODMSO36H-3_FPKM,RC802ROPI36H-1_FPKM,RC802ROPI36H-2_FPKM,RC802ROPI36H-3_FPKM,TDP43ROPI36H-1_FPKM,TDP43ROPI36H-2_FPKM,TDP43ROPI36H-3_FPKM,TD-KOROPI36H-1_FPKM,TD-KOROPI36H-2_FPKM,TD-KOROPI36H-3_FPKM,RC802DMSO84H-1_FPKM,RC802DMSO84H-2_FPKM,RC802DMSO84H-3_FPKM,TDP43DMSO84H-1_FPKM,TDP43DMSO84H-2_FPKM,TDP43DMSO84H-3_FPKM,TD-KODMSO84H-1_FPKM,TD-KODMSO84H-2_FPKM,TD-KODMSO84H-3_FPKM,RC802ROPI84H-1_FPKM,RC802ROPI84H-2_FPKM,RC802ROPI84H-3_FPKM,TDP43ROPI84H-1_FPKM,TDP43ROPI84H-2_FPKM,TDP43ROPI84H-3_FPKM,TD-KOROPI84H-1_FPKM,TD-KOROPI84H-2_FPKM,TD-KOROPI84H-3_FPKM,RC802DMSO6H-1_TPM,RC802DMSO6H-2_TPM,RC802DMSO6H-3_TPM,TDP43DMSO6H-1_TPM,TDP43DMSO6H-2_TPM,TDP43DMSO6H-3_TPM,TD-KODMSO6H-1_TPM,TD-KODMSO6H-2_TPM,TD-KODMSO6H-3_TPM,RC802ROPI6H-1_TPM,RC802ROPI6H-2_TPM,RC802ROPI6H-3_TPM,TDP43ROPI6H-1_TPM,TDP43ROPI6H-2_TPM,TDP43ROPI6H-3_TPM,TD-KOROPI6H-1_TPM,TD-KOROPI6H-2_TPM,TD-KOROPI6H-3_TPM,RC802DMSO36H-1_TPM,RC802DMSO36H-2_TPM,RC802DMSO36H-3_TPM,TDP43DMSO36H-1_TPM,TDP43DMSO36H-2_TPM,TDP43DMSO36H-3_TPM,TD-KODMSO36H-1_TPM,TD-KODMSO36H-2_TPM,TD-KODMSO36H-3_TPM,RC802ROPI36H-1_TPM,RC802ROPI36H-2_TPM,RC802ROPI36H-3_TPM,TDP43ROPI36H-1_TPM,TDP43ROPI36H-2_TPM,TDP43ROPI36H-3_TPM,TD-KOROPI36H-1_TPM,TD-KOROPI36H-2_TPM,TD-KOROPI36H-3_TPM,RC802DMSO84H-1_TPM,RC802DMSO84H-2_TPM,RC802DMSO84H-3_TPM,TDP43DMSO84H-1_TPM,TDP43DMSO84H-2_TPM,TDP43DMSO84H-3_TPM,TD-KODMSO84H-1_TPM,TD-KODMSO84H-2_TPM,TD-KODMSO84H-3_TPM,RC802ROPI84H-1_TPM,RC802ROPI84H-2_TPM,RC802ROPI84H-3_TPM,TDP43ROPI84H-1_TPM,TDP43ROPI84H-2_TPM,TDP43ROPI84H-3_TPM,TD-KOROPI84H-1_TPM,TD-KOROPI84H-2_TPM,TD-KOROPI84H-3_TPM
729674,gene-PSMC2P1,PSMC2P1,PSMC2 pseudogene 1,pseudogene,.,54571,.,.,.,3,4,6,7,6,3,3,9,6,6,2,1,1,1,2,2,6,7,2,3,5,5,6,7,1,1,7,3,4,4,3,3,2,4,1,2,6,1,1,4,2,5,8,2,4,4,5,4,2,4,4,1,2,1,0.045270,0.062470,0.102620,0.098308,0.087172,0.037215,0.040698,0.116645,0.072416,0.062495,0.034424,0.011678,0.013599,0.016555,0.034229,0.016918,0.091754,0.085688,0.016859,0.035738,0.067917,0.065100,0.083966,0.089573,0.017136,0.015173,0.109328,0.033345,0.059778,0.053496,0.041038,0.053172,0.031894,0.060243,0.007714,0.021829,0.073558,0.012789,0.012767,0.042438,0.029031,0.071549,0.107625,0.026729,0.040450,0.053311,0.062911,0.043328,0.025736,0.054348,0.056556,0.013249,0.028593,0.014058,0.145114,0.199728,0.330712,0.306539,0.274080,0.116669,0.128036,0.366687,0.225365,0.201582,0.109691,0.036924,0.042364,0.051731,0.106586,0.051696,0.283118,0.261207,0.054843,0.116554,0.218675,0.205314,0.268214,0.283865,0.054545,0.048736,0.347126,0.107487,0.194207,0.170871,0.126889,0.168178,0.100572,0.192835,0.024700,0.069570,0.194568,0.035659,0.036208,0.134789,0.093818,0.229130,0.349268,0.086313,0.130271,0.140664,0.172243,0.121002,0.068504,0.147163,0.157087,0.036336,0.080312,0.040303
729678,"NR_027183,NR_045678,NR_045679",LINC00847,long intergenic non-protein coding RNA 847,lncRNA,.,45050,.,.,.,379,365,327,655,674,486,607,625,623,465,321,475,740,594,599,645,510,617,414,427,458,685,609,752,577,732,595,357,353,363,748,585,667,698,587,638,274,367,283,799,658,639,631,699,683,312,267,311,610,646,535,572,593,580,5.268477,4.460695,4.455978,8.192313,8.034094,6.938691,6.672881,6.924269,6.059162,4.489874,4.621407,4.518201,7.900907,7.725997,8.262850,8.059745,6.609695,6.617193,4.998140,5.096873,5.303280,8.178334,7.594754,8.257733,8.160187,8.701882,8.162033,4.554820,4.818059,4.606071,9.240113,8.335461,8.349633,8.679742,7.444936,9.028191,3.113200,3.762016,3.516069,8.828597,7.536937,7.404769,7.026926,7.354050,6.948608,3.762434,3.247031,3.405497,6.224799,7.344977,6.445070,6.719219,6.668191,6.368538,16.888229,14.261662,14.360157,25.544796,25.260244,21.752511,20.992795,21.767202,18.856741,14.482327,14.726057,14.285607,24.612378,24.142966,25.729478,24.628649,20.395006,20.171617,16.258926,16.622492,17.075199,25.793052,24.260118,26.169494,25.974830,27.950421,25.915154,14.682450,15.652854,14.712209,28.570131,26.364289,26.328848,27.783463,23.839397,28.773210,8.234675,10.489675,9.971784,28.040496,24.356821,23.713025,22.803998,23.747607,22.378002,9.927401,8.889981,9.510445,16.569344,19.888593,17.901389,18.428049,18.729645,18.258142
729689,NR_046354,FAM90A2P,"family with sequence similarity 90 member A2, pseudogene",transcribed_pseudogene,.,32250,.,.,.,0,0,1,7,3,0,4,0,2,0,2,0,3,0,0,3,4,2,4,8,3,3,7,5,5,6,0,1,3,2,7,9,0,7,5,5,0,0,0,7,10,6,9,5,9,0,11,0,0,1,0,5,6,5,0.000000,0.000000,0.032634,0.192921,0.085181,0.000000,0.094089,0.000000,0.039684,0.000000,0.060964,0.000000,0.069621,0.000000,0.000000,0.087084,0.110875,0.039878,0.098832,0.221905,0.070228,0.081588,0.204909,0.127265,0.159842,0.164364,0.000000,0.021834,0.096255,0.043721,0.201997,0.279930,0.000000,0.179583,0.138491,0.168608,0.000000,0.000000,0.000000,0.179827,0.258000,0.164332,0.235451,0.115347,0.206158,0.000000,0.313476,0.000000,0.000000,0.027205,0.000000,0.116110,0.149917,0.129597,0.000000,0.000000,0.105169,0.601556,0.267819,0.000000,0.296002,0.000000,0.123501,0.000000,0.194261,0.000000,0.216878,0.000000,0.000000,0.266108,0.342118,0.121563,0.321499,0.723702,0.226117,0.257314,0.654546,0.403315,0.508797,0.527937,0.000000,0.070381,0.312711,0.139648,0.624569,0.885392,0.000000,0.574836,0.443462,0.537360,0.000000,0.000000,0.000000,0.571150,0.833768,0.526256,0.764093,0.372476,0.663931,0.000000,0.858258,0.000000,0.000000,0.073665,0.000000,0.318441,0.421088,0.371545
729708,gene-TPI1P1,TPI1P1,triosephosphate isomerase 1 pseudogene 1,pseudogene,.,35449,.,.,.,22,22,14,22,34,21,36,31,28,39,18,22,27,18,15,22,30,30,11,30,32,28,19,31,17,32,30,13,13,22,24,19,29,21,19,24,32,71,42,22,31,20,21,29,29,73,52,45,49,35,53,35,42,61,0.442675,0.400928,0.282370,0.396541,0.597382,0.436752,0.589219,0.496996,0.396092,0.560790,0.375322,0.310942,0.422076,0.339858,0.305917,0.406051,0.563168,0.466866,0.179013,0.521770,0.551284,0.481149,0.342543,0.500166,0.342120,0.561507,0.603624,0.242110,0.263830,0.410376,0.422840,0.399478,0.528187,0.381537,0.346442,0.487051,0.537744,1.072594,0.774094,0.347250,0.515394,0.334339,0.344473,0.444567,0.434996,1.307593,0.928654,0.734429,0.740612,0.575984,0.940994,0.605606,0.692519,0.997176,1.419006,1.281839,0.909986,1.236473,1.878246,1.369198,1.853674,1.562363,1.232678,1.808859,1.195959,0.983133,1.314822,1.062022,0.952587,1.240794,1.737724,1.423177,0.582329,1.701653,1.774992,1.517460,1.094194,1.585070,1.089007,1.803558,1.916557,0.780441,0.857129,1.310777,1.307407,1.263510,1.665528,1.221282,1.109341,1.552251,1.422379,2.990726,2.195378,1.102902,1.665578,1.070687,1.117894,1.435590,1.400906,3.450162,2.542542,2.051022,1.971383,1.559638,2.613639,1.660929,1.945150,2.858831
729732,NR_047662,LOC729732,uncharacterized LOC729732,lncRNA,.,.,.,.,.,22,36,19,15,14,19,14,18,9,33,29,32,14,12,15,15,9,20,9,16,19,8,9,5,3,4,11,9,11,15,13,5,5,10,3,4,12,8,10,11,9,11,10,10,9,5,14,5,7,10,10,0,7,1,0.143386,0.204211,0.122988,0.084038,0.076076,0.122725,0.071108,0.093396,0.038616,0.149781,0.192198,0.144465,0.068850,0.070248,0.098110,0.083757,0.050149,0.099429,0.050377,0.085023,0.102602,0.042684,0.048985,0.023693,0.017924,0.021474,0.065598,0.051439,0.069464,0.085223,0.075686,0.030953,0.024179,0.059083,0.012067,0.024809,0.063552,0.038314,0.053252,0.053098,0.046811,0.055568,0.049217,0.047028,0.039870,0.026144,0.079160,0.024958,0.031501,0.048780,0.053625,0.000000,0.032619,0.005123,0.459627,0.652901,0.396349,0.262041,0.239194,0.384738,0.223706,0.293602,0.120176,0.483125,0.612436,0.456768,0.214476,0.219518,0.305502,0.255941,0.154742,0.303096,0.163876,0.277285,0.330351,0.134617,0.156474,0.075084,0.057053,0.068975,0.208278,0.165813,0.225674,0.272211,0.234019,0.097902,0.076244,0.189123,0.038640,0.079069,0.168100,0.106830,0.151026,0.168644,0.151277,0.177950,0.159719,0.151862,0.128403,0.068983,0.216730,0.069698,0.083851,0.132087,0.148945,0.000000,0.091621,0.014688
729737,NR_039983,LOC729737,uncharacterized LOC729737,lncRNA,.,.,.,.,.,297,440,273,341,419,330,421,416,426,360,260,287,376,345,315,379,264,289,316,325,263,317,328,254,249,315,259,203,186,246,263,219,254,235,254,180,25,50,37,213,288,226,274,325,286,22,33,41,31,22,39,55,57,51,1.415795,1.865239,1.281844,1.469939,1.721119,1.626338,1.598692,1.590205,1.430938,1.201425,1.291357,0.942593,1.381846,1.543148,1.502040,1.635407,1.173069,1.067187,1.307272,1.338223,1.053506,1.303597,1.409485,0.961720,1.209437,1.288388,1.224819,0.896652,0.881112,1.078961,1.119599,1.075286,1.092340,1.011689,1.113234,0.874631,0.098176,0.172860,0.158476,0.813405,1.135368,0.900631,1.050325,1.176742,0.997637,0.089653,0.134740,0.153563,0.107842,0.084691,0.160387,0.220350,0.219027,0.192648,4.538367,5.963512,4.130964,4.583479,5.411424,5.098503,5.029463,4.998984,4.453227,3.875261,4.114895,2.980283,4.304636,4.822183,4.677164,4.997411,3.619646,3.253175,4.252551,4.364360,3.392018,4.111319,4.502354,3.047776,3.849779,4.138299,3.888904,2.890355,2.862545,3.446299,3.461763,3.401030,3.444470,3.238372,3.564682,2.787485,0.259685,0.481988,0.449447,2.583453,3.669125,2.884180,3.408547,3.799922,3.212890,0.236555,0.368903,0.428852,0.287057,0.229325,0.445480,0.604329,0.615204,0.552308
729747,"NM_001080404,XM_017027195,XM_017027196",ZNF878,zinc finger protein 878,protein_coding,NP_001073873.2;XP_016882684.1;XP_016882685.1,37246,.,.,.,0,6,4,24,21,15,14,27,32,9,17,17,25,10,27,11,12,15,1,11,9,15,9,7,10,5,4,7,5,0,4,12,7,12,10,4,4,4,2,3,9,11,10,15,13,0,9,0,0,5,3,2,7,2,0.000000,0.056829,0.033295,0.244877,0.198184,0.196630,0.119802,0.267027,0.249201,0.080140,0.194483,0.162021,0.218514,0.105262,0.367114,0.123347,0.118162,0.123351,0.004742,0.100396,0.080734,0.144972,0.088991,0.053617,0.112699,0.040774,0.044667,0.086904,0.048935,0.000000,0.040163,0.146131,0.082773,0.125091,0.099827,0.034541,0.030140,0.033249,0.017573,0.026859,0.078676,0.096669,0.089211,0.117910,0.101454,0.000000,0.082411,0.000000,0.000000,0.037099,0.019566,0.012140,0.055971,0.011173,0.000000,0.181692,0.107297,0.763564,0.623116,0.616428,0.376896,0.839429,0.775538,0.258495,0.619719,0.512276,0.680701,0.328933,1.143148,0.376919,0.364605,0.376017,0.015424,0.327422,0.259942,0.457218,0.284267,0.169918,0.358733,0.130965,0.141821,0.280134,0.158980,0.000000,0.124183,0.462197,0.261007,0.400410,0.319655,0.110083,0.079724,0.092709,0.049839,0.085308,0.254255,0.309574,0.289510,0.380755,0.326731,0.000000,0.225630,0.000000,0.000000,0.100456,0.054346,0.033295,0.157211,0.032033
729799,NR_026952,SEC14L1P1,SEC14 like 1 pseudogene 1,transcribed_pseudogene,.,44189,.,.,.,27,46,48,125,135,85,147,206,215,73,38,74,141,145,163,136,117,175,42,31,48,81,90,85,59,96,47,27,20,21,95,74,63,53,37,73,22,17,21,69,70,83,67,67,75,11,10,12,56,92,66,37,51,59,0.270489,0.411863,0.469848,1.136857,1.170297,0.887107,1.181760,1.664610,1.529850,0.513826,0.398713,0.509051,1.093259,1.364598,1.643656,1.239774,1.102003,1.368155,0.361525,0.267622,0.405439,0.701767,0.816751,0.681530,0.602212,0.826768,0.468181,0.248922,0.195824,0.193197,0.854986,0.764900,0.572273,0.474296,0.340578,0.748661,0.182096,0.125534,0.189254,0.555338,0.579945,0.698639,0.540570,0.509609,0.553627,0.089958,0.088168,0.089493,0.413004,0.760571,0.574184,0.311907,0.415586,0.468238,0.867059,1.316802,1.514165,3.544881,3.679567,2.781044,3.717801,5.232884,4.761053,1.657373,1.270494,1.609513,3.405648,4.264234,5.118140,3.788454,3.400363,4.170635,1.176039,0.872798,1.305411,2.213253,2.608969,2.159830,1.916910,2.655577,1.486514,0.802399,0.636190,0.617090,2.643589,2.419309,1.804546,1.518201,1.090564,2.386013,0.481658,0.350027,0.536735,1.763808,1.874185,2.237320,1.754274,1.645623,1.782957,0.237359,0.241393,0.249925,1.099345,2.059459,1.594815,0.855433,1.167300,1.342405
729859,gene-WBP1P2,WBP1P2,WBP1 pseudogene 2,pseudogene,.,54568,.,.,.,5,6,11,14,14,14,12,12,11,11,4,10,12,11,3,10,17,19,8,9,6,12,12,8,5,9,9,6,6,5,11,12,7,7,10,9,4,20,5,3,5,7,7,5,6,9,2,8,16,7,16,5,10,8,0.103728,0.117024,0.235845,0.277444,0.263050,0.299652,0.193626,0.200830,0.156080,0.166656,0.083889,0.141872,0.201232,0.225697,0.063314,0.192085,0.339467,0.316645,0.137173,0.168883,0.104459,0.212532,0.221452,0.136733,0.098271,0.158721,0.195143,0.114851,0.109178,0.094456,0.204350,0.251406,0.119131,0.131772,0.184978,0.181659,0.072051,0.323941,0.089553,0.040790,0.084845,0.123804,0.116830,0.082694,0.091383,0.159519,0.019274,0.130833,0.259627,0.119360,0.304677,0.086184,0.164661,0.122590,0.332501,0.374147,0.760052,0.865110,0.827064,0.939398,0.609143,0.631332,0.485736,0.537558,0.267311,0.448569,0.626866,0.705281,0.197151,0.586965,1.047465,0.965250,0.446224,0.550780,0.336330,0.670288,0.707390,0.433321,0.312807,0.509812,0.619597,0.370221,0.354697,0.301700,0.631845,0.795175,0.375655,0.421795,0.592319,0.578956,0.190581,0.903249,0.253977,0.129555,0.274192,0.396471,0.379141,0.267034,0.294299,0.420899,0.052771,0.365373,0.691082,0.323201,0.846251,0.236368,0.462502,0.351456
729867,NR_123725,LOC729867,uncharacterized LOC729867,lncRNA,.,.,.,.,.,5,0,0,6,7,0,10,8,8,8,10,0,6,6,2,0,0,0,7,8,9,7,5,7,4,0,0,19,15,4,0,7,6,17,6,0,6,14,5,7,7,5,10,8,0,0,0,0,0,0,0,8,13,13,0.078522,0.000000,0.000000,0.077753,0.099282,0.000000,0.130682,0.094494,0.087557,0.087001,0.162066,0.000000,0.065424,0.081059,0.028509,0.000000,0.000000,0.000000,0.093057,0.107980,0.119082,0.098790,0.073295,0.083139,0.067446,0.000000,0.000000,0.288714,0.232967,0.060123,0.000000,0.118881,0.082015,0.251177,0.081383,0.000000,0.080183,0.169795,0.071375,0.086417,0.083100,0.058107,0.126477,0.094700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.104231,0.169158,0.163858,0.251704,0.000000,0.000000,0.242443,0.312156,0.000000,0.411124,0.297054,0.272485,0.280625,0.516420,0.000000,0.203804,0.253300,0.088773,0.000000,0.000000,0.000000,0.302714,0.352157,0.383414,0.311567,0.234129,0.263475,0.214687,0.000000,0.000000,0.930667,0.756860,0.192039,0.000000,0.376009,0.258618,0.804006,0.260597,0.000000,0.212091,0.473442,0.202424,0.274468,0.268550,0.186082,0.410449,0.305806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.285863,0.475133,0.469770
729870,NR_136614,LOC729870,uncharacterized LOC729870,lncRNA,.,.,.,.,.,37,34,35,86,65,85,71,69,85,36,26,77,98,68,46,84,67,77,20,10,16,42,50,45,32,25,29,26,21,16,60,28,64,31,23,17,11,16,10,26,30,7,22,33,26,15,7,10,26,24,7,25,23,11,0.841486,0.692831,0.801241,1.806524,1.298831,2.028278,1.312036,1.268518,1.382294,0.573771,0.609040,1.222485,1.746696,1.474231,1.052569,1.747203,1.443096,1.381387,0.398183,0.194403,0.304814,0.823147,1.030867,0.829175,0.758702,0.494983,0.654336,0.541580,0.469820,0.329105,1.233669,0.662910,1.329505,0.637764,0.476534,0.384316,0.210044,0.262287,0.192254,0.481011,0.566463,0.126963,0.405291,0.572518,0.438737,0.293857,0.142052,0.177555,0.430243,0.446977,0.140763,0.475417,0.425512,0.196626,2.697405,2.215108,2.582136,5.632998,4.083696,6.358567,4.127648,3.987726,4.301841,1.850730,1.940698,3.865242,5.441192,4.606823,3.277568,5.339035,4.452846,4.210969,1.295288,0.634008,0.981423,2.596063,3.292924,2.627731,2.415037,1.589884,2.077572,1.745782,1.526346,1.051190,3.814466,2.096722,4.192321,2.041454,1.525907,1.224831,0.555585,0.731339,0.545243,1.527737,1.830615,0.406587,1.315262,1.848769,1.412953,0.775358,0.388920,0.495854,1.145234,1.210315,0.390975,1.303872,1.195180,0.563712
729873,NM_001123391,TBC1D3,TBC1 domain family member 3,protein_coding,NP_001116863.3,19031,607741,.,.,104,131,77,111,164,90,95,128,106,123,90,144,133,127,96,95,59,95,138,114,107,115,114,74,71,109,77,88,76,71,79,96,70,78,92,63,7,7,10,41,70,76,75,99,86,8,7,9,12,12,10,11,10,16,1.199814,1.341252,0.872298,1.159989,1.631668,1.075288,0.872590,1.183880,0.862436,0.990764,1.074246,1.145820,1.175831,1.367599,1.102165,0.984405,0.633716,0.851396,1.377863,1.133348,1.040331,1.142781,1.187920,0.678696,0.834853,1.078425,0.877791,0.935671,0.869672,0.755167,0.812461,1.135210,0.723159,0.813243,0.976973,0.733749,0.063157,0.056292,0.097190,0.376693,0.661339,0.727504,0.696953,0.866808,0.720442,0.074251,0.066060,0.081910,0.101170,0.108097,0.092973,0.099380,0.093470,0.141106,3.846033,4.288229,2.811130,3.617010,5.130177,3.370984,2.745157,3.721658,2.683990,3.195761,3.423071,3.622842,3.662871,4.273611,3.432005,3.008107,1.955407,2.595364,4.482181,3.696202,3.349601,3.604135,3.794604,2.150847,2.657436,3.463898,2.787061,3.016134,2.825379,2.412073,2.512102,3.590564,2.280334,2.603155,3.128361,2.338487,0.167056,0.156960,0.275636,1.196413,2.137223,2.329758,2.261774,2.799084,2.320184,0.195914,0.180864,0.228749,0.269296,0.292702,0.258236,0.272557,0.262539,0.404541
729877,"NM_001123392,XM_006722055,XM_006722056,XM_011525172,XM_011525173,XM_011525174,XM_011525175,XM_011525176",TBC1D3H,TBC1 domain family member 3H,protein_coding,NP_001116864.3;XP_006722118.1;XP_006722119.1;XP_011523474.1;XP_011523475.1;XP_011523476.1;XP_011523477.1;XP_011523478.1,30708,610811,.,.,100,139,90,121,162,112,139,136,113,135,85,129,124,116,104,112,68,99,126,137,104,130,130,91,106,136,79,80,77,83,102,83,83,97,88,77,13,9,10,47,77,65,74,94,88,13,10,9,19,18,14,15,16,22,0.927714,1.067937,0.799564,0.883060,1.233070,1.160834,1.038089,0.903360,0.690893,0.916073,0.906681,0.768731,0.880943,0.959000,1.009511,0.903018,0.520221,0.607200,0.966482,0.981123,0.736599,1.132416,1.044165,0.622648,0.925179,1.049870,0.739223,0.650802,0.711013,0.656040,0.828386,0.849033,0.636103,0.817141,0.681451,0.741347,0.071023,0.043193,0.056856,0.340058,0.542822,0.485936,0.534332,0.675707,0.602246,0.096901,0.052458,0.043484,0.091306,0.084237,0.114951,0.123159,0.087293,0.115013,2.973809,3.414393,2.576733,2.753511,3.876932,3.639169,3.265812,2.839810,2.150126,2.954840,2.889130,2.430569,2.744256,2.996782,3.143490,2.759404,1.605206,1.850966,3.143963,3.199747,2.371658,3.571441,3.335401,1.973229,2.944952,3.372180,2.347099,2.097855,2.309930,2.095449,2.561343,2.685416,2.005819,2.615630,2.182072,2.362702,0.187861,0.120435,0.161247,1.080059,1.754221,1.556161,1.734028,2.181987,1.939534,0.255677,0.143621,0.121438,0.243042,0.228095,0.319282,0.337776,0.245190,0.329735
729898,gene-ZBTB8OSP2,ZBTB8OSP2,zinc finger and BTB domain containing 8 opposite strand pseudogene 2,pseudogene,.,30326,.,.,.,6,16,11,9,10,14,18,16,19,19,11,7,8,12,10,12,16,25,4,10,8,15,19,4,3,24,19,14,7,17,10,6,2,9,14,8,6,7,10,12,6,9,14,7,9,22,13,16,20,10,10,13,11,18,0.176075,0.429956,0.302561,0.240301,0.255026,0.429417,0.423859,0.388886,0.401719,0.395341,0.334909,0.141632,0.177679,0.332208,0.281663,0.318002,0.436229,0.588885,0.095104,0.256211,0.183590,0.385228,0.514006,0.095580,0.090522,0.612602,0.545997,0.372750,0.202632,0.458053,0.265928,0.182504,0.055016,0.245916,0.374784,0.245676,0.144548,0.153303,0.264541,0.288708,0.144500,0.221093,0.332658,0.152540,0.181723,0.568084,0.335347,0.380403,0.446160,0.242305,0.259365,0.327142,0.256862,0.412719,0.564412,1.374647,0.975053,0.749292,0.801836,1.346205,1.333454,1.222505,1.250190,1.275192,1.067185,0.447809,0.553492,1.038118,0.877064,0.971738,1.346036,1.795137,0.309372,0.835584,0.591113,1.214944,1.641903,0.302900,0.288142,1.967674,1.733586,1.201560,0.658308,1.463063,0.822240,0.577244,0.173481,0.787166,1.200094,0.782980,0.382341,0.427458,0.750254,0.916965,0.466974,0.708029,1.079551,0.492581,0.585238,1.498924,0.918139,1.062341,1.187602,0.656109,0.720394,0.897216,0.721476,1.183234
729903,gene-RPS16P10,RPS16P10,ribosomal protein S16 pseudogene 10,pseudogene,.,35739,.,.,.,1,4,3,2,1,2,3,2,7,4,1,1,3,2,1,4,3,5,4,2,1,2,1,4,3,1,1,1,4,2,2,3,20,1,4,3,5,5,2,3,1,3,1,1,1,6,11,1,13,8,3,4,1,4,0.016856,0.157080,0.097307,0.061271,0.023642,0.056175,0.095962,0.057899,0.229229,0.111826,0.013002,0.004592,0.078923,0.074107,0.033434,0.128804,0.126346,0.160154,0.142635,0.066730,0.032254,0.062970,0.026931,0.128906,0.095967,0.034138,0.036076,0.039831,0.150915,0.070506,0.071173,0.105708,0.818507,0.033747,0.160665,0.142901,0.179959,0.150860,0.081453,0.105492,0.017145,0.112785,0.021127,0.008913,0.030505,0.209307,0.448869,0.004503,0.419294,0.270788,0.093060,0.157000,0.024496,0.134487,0.054034,0.502214,0.313590,0.191051,0.074332,0.176107,0.301897,0.182012,0.713383,0.360700,0.041430,0.014518,0.245857,0.231576,0.104109,0.393593,0.389856,0.488209,0.463992,0.217627,0.103849,0.198598,0.086028,0.408516,0.305475,0.109652,0.114546,0.128394,0.490290,0.225202,0.220065,0.334346,2.580992,0.108024,0.514466,0.455432,0.476006,0.420644,0.231006,0.335053,0.055408,0.361184,0.068562,0.028780,0.098243,0.552269,1.228951,0.012574,1.116090,0.733235,0.258478,0.430586,0.068806,0.385564
